,,
الباركود,اسم الصنف,سعر البيع
6281007045865,لوزين كب كيك فانيليا 30 جم,15.00
6281007045841,لوزين كب كيك شيكولاته 30 جم,15.00
8691720020366,كاسي كيك شيكولاته 25 جم,10.00
8691707059099,لوبو كيك مارشميلو & كراميل 7 ق - 182 جم,150.00
6625000351095,ديستنجو كيك ريد فيلفت 375 جم,250.00
8000500411254,كيندر ميني اصدقاء ميلك 122 جم,250.00
8000500128350,فريرو روشيه بيض كريسبي 100 جم,300.00
8000500389652,كيندر هابي مومينتس 161 جم,350.00
8000500385807,كيندر ديو 12 ق 150 جم,250.00
9300698501454,نوتيلا سبريد 3 كجم,"2,100.00"
40084107,كيندر بيض سيربرايز دراجون,100.00
40084077,كيندر ماكسي 21 جم,30.00
8000500024041,كيندر تشوكو بونس 125 جم,230.00
8000500391228,كيندر كيندريني 20 ق - 250 جم,380.00
80177616,كيندر شيكولاته 8 ق,120.00
8000500227848,نوتيلا بي ريدي 6 ق,180.00
40084909,كيندر ابريشن بيضه 20 جم,50.00
8000500023624,كيندر هابي هيبو 5 ق,150.00
8000500418482,كيندر تشوكو بونس كريسبي 67.2 جم,300.00
80761761,كيندر بوينو شيكولاته وايت 39 جم,50.00
80176732,كيندر هابي هيبو 21 جم,30.00
80177609,كيندر شيكولاته 4 ق,65.00
8000500444900,كيندر بوينو بيض 80 جم,160.00
8000500447130,كيندر كيندريني 4 ق - 100 جم,220.00
8000500096017,كيندر كريسماس 6 ق,400.00
8000500433904,كيندر بوينو شيكولاتة 10 ق,260.00
4008400828121,كيندر ماكسي 231 جم,300.00
8000500267035,كيندر ديليس كيك 39 جم,65.00
80177180,كيندر كانتري 23.5 جم,35.00
80052357,كيندر دوبلو 26 جم,50.00
8000500160466,فريرو روشيه بوكس 75 جم,260.00
11150,كيندر كاردز 25.6 جم,65.00
80974482,كيندر جوي اولاد 20 جم,65.00
80768258,كيندر جوي بنات 20 جم,65.00
800050000,روشيه قلب 100 جم,300.00
4008400230726,كيندر جوي ماكسي 100 جم,600.00
4008400260921,كيندر كانتري 9ق - 211.5 جم,250.00
80052760,كيندر بوينو شيكولاته 43 جم,50.00
80874652,كيندر كاردز 25 جم,65.00
8000500346273,كيندر بونز كريسبي 90 جم,300.00
8004800008152,لاجو ليدي فينجر بسكويت 200 جم,140.00
8410376035407,ليدي فينجرز سوشيز 200 جم,150.00
8000070020511,لافازا اورو كيس 250 جم,300.00
8000070018747,لافازا اسبرسو كلاسيك 1 ك حبوب,"1,800.00"
8000070028685,لافازا جوستو فورتي 1 كجم,"1,300.00"
8000070059818,لافازا كبسولات كريما اجوستو دولسي,280.00
8000070063372,لافازا اورو ارابيكا 16 ق - 120 جم,400.00
8000070035898,لافازا روسا 1 كجم,"1,300.00"
8000070077416,لافازا سوبر كريمه 1 كجم,"1,750.00"
8000070020580,لافازا اورو صفيح 250 جم,650.00
8000070035904,لافازا روسا 1كجم,"1,300.00"
8000070071353,لافازا كريما ايجوستو 60 ق,"1,800.00"
8000070011052,لافازا دي كاف صفيح 250 جم,560.00
8000070019911,لافازا اورو 250 جم,450.00
8000070063396,لافازا اسبريسو ديفانو 16 ق - 120 جم,400.00
8000070035805,لافازا روسا 250 جم,420.00
8000070024854,لافازا اسبريسو باريستا جران كريم 1 كجم,"1,150.00"
8000070020108,لافازا توب كلاس 1 كجم,"1,900.00"
8000070053472,لافازا كبسولات كريما اجوستو 10 ق,350.00
8000070053564,لافازا كبسولات مايسترو ريستريتو 10 ق,370.00
8000070035935,لافازا روسا صفيح 250 جم,550.00
8000070038769,لافازا كريما ايجوستو 250 جم,420.00
8000070052802,لافازا تيرا اسبريسو 1 كجم,"1,800.00"
8000070051423,لافازا تيرا حبوب سليكشن 1 كجم,"1,750.00"
8000070025400,لافازا كريم اروما بني 1 كجم,"1,600.00"
8000070075610,لافازا كبسولات اسبريسو كراميل 10 ق,280.00
8000070011281,لافازا دي كافيين فاكيوم 250 جم,400.00
8000070036321,لافازا روسا حبوب 500 جم,900.00
8000070051003,لافازا كريم اوجستو كلاسيكو 1 كجم,"1,150.00"
8000070069886,لافازا كافي كريما فورتي سبشيال ايديشن 1 كجم,"1,800.00"
8000070021341,لافازا جران اسبرسو 1 ك,"1,600.00"
8000070003651,لافازا كريما ايجوستو 16 ق - 120 جم,400.00
8000070029644,لافازا كريما اروما اكسبرت 1 كجم,"1,500.00"
8000070027701,لافازا كافي كريما جوستو 1 كجم,"1,900.00"
8000070059672,لافازا كبسولات روسا 80 ق,"1,400.00"
175,لافازا بدون فاكيوم 250 جم,300.00
8000070053526,لافازا كبسولات روسا 10 ق,350.00
8000070018808,لافازا اسبريسو ايطاليانو 250 جم,450.00
8000070053465,لافازا اورو 10 ق,350.00
8000070024908,لافازا كريما اروما ازرق 1كجم,"1,500.00"
8000070043206,لافازا جولد سيلكشن 1 كجم,"2,200.00"
2201,لافازا سيروتى 250 جم,400.00
8000070063310,لافازا اورو 16 ق - 120 جم,400.00
8001060001657,ساكلا نبات الكبر 200 جم,160.00
8000070024441,لافازا كريمي اروما بني 1 كجم,"1,200.00"
8000070010000,لافازا دي كافيين 250 جم,450.00
8000070038868,لافازا مطحون كريمى جوستو 250 جم,420.00
8000070071339,لافازا روسا 60 ق,"1,800.00"
8000070086029,لافازا اسبريسو انتنسو 16 ق - 120 جم,400.00
8000070018877,لافازا اسبريسو صفيح 250 جم,650.00
8000070083141,لافازا سيروتى 250 جم *4,"1,600.00"
8000070038370,لافازا اسبريسو باريستا انتنسو 1 كجم,"1,150.00"
2202,لافازا كريما جوستو 250 جم 1ق,400.00
8000070017412,لافازا تيرا كولمبيا 1 كجم,"1,750.00"
8000070059719,لافازا كبسولات كريما اجوستو فورتي 80 ق,"1,500.00"
8000070035980,لافازا روسا فاكيوم 250 جم,420.00
8000070042025,لافازا سوبر كريما 1 كجم,"1,400.00"
8000070088436,لافازا روسا 16 ق - 120 جم,400.00
8000070043381,لافازا جوستو بينو 1 كجم,"1,250.00"
8000070020559,لافازا اورو حبوب 1 كجم,"1,800.00"
8000070053625,لافازا كبسولات مايسترو كلاسيك 10 ق,370.00
8000070053601,لافازا كبسولات مايسترو ديكاف 56 جم,280.00
8000070054271,لافازا كبسولات مايسترو انتينسو 10 ق,280.00
8000070086005,لافازا اسبريسو باشونال 16 ق - 120 جم,400.00
8000070053571,لافازا كبسولات مايسترو لونجو 56 جم,370.00
8000070055254,لافازا كبسولات كريما ايجوستو فورتي 10 ق,350.00
8000070059795,لافازا كبسولات تيرا 10 ق,280.00
8000070032835,لافازا ال ماتينو 250 جم,420.00
8000070038820,لافازا كريما جوستو صفيح 250 جم,550.00
8000070059832,لافازا كريم اوجستو ريكو 10 ق,280.00
8000070015104,لافازا اسبريسو ايطاليانو صفيح 250 جم,480.00
8000070059696,لافازا كبسولات كريما اجوستو كلاسيكو 80 ق,"1,500.00"
8000070012783,لافازا اورو مطحون 250 جرام,450.00
8690524165235,فرست لبان بطيخ 27 جم,55.00
12546011563,ترايدنت مينت سويت تويست 14 ق,60.00
8693323090104,باي بالون لبان فواكهه حمراء 1 ق,3.00
8693323735128,شوك تو شوك لبان ساور كولا 1 ق,3.00
12546011600,ترايدنت بيري ليمون 14 ق,60.00
4011100156364,سكيتلز فواكه 38 جم,35.00
4009900541862,اكسترا لبان فراوله 60 ق,125.00
73390002206,اير هيدز بلو راس بيري 15.6 جم,30.00
8690524000147,فرست لبان بيري 27 جم,55.00
6928542902818,فريش منعش نفس فراولة 1 ق,70.00
8693323737108,شوك تو شوك لبان ساور تفاح 1 ق,3.00
6928542902801,فريش منعش نفس بيبر مينت 1 ق,70.00
70221013868,ترايدينت فراولة ليمون - 14 ق,60.00
8723400796510,سمينت شوجر فرى 25 جم فراوله,90.00
7622201428587,ترايدنت اورال بي 17 جم,16.66
1010,مسكا مستكه باطوق صغيره - 1 ق,10.00
73390002015,اير هيدز تشيري 15.6 جم,30.00
42247340,اكسترا بابيل منت 10 ق,20.00
8723400796572,سمينت شوجر فرى 25 جم بيبر مينت,120.00
6928542903297,فريش منعش نفس ليمون نعناع 1 ق,70.00
4009900482776,اكسترا سبير مينت 60 ق,125.00
70221008727,ترايدنت تروبيكال تويست 14 ق,60.00
50173686,اكسترا سبير منت 10 ق,20.00
40099361,اكسترا بيبر منت 10 ق,20.00
70221008680,ترايدينت نعناع ازرق 14 ق,60.00
4017602701057,كومباس شوجر فرى 14 جم بيبرمنت,100.00
61614406,اكسترا لبان بيبرمينت 1.7 جم,2.00
8723400796541,سمينت شوجر فرى 25 جم سويت مينت,120.00
8693323738105,شوك تو شوك لبان ساور فراوله 1 ق,3.00
8693323095109,باي بالون لبان نعناع 1 ق,3.00
4017602700722,كومباس شوجر فرى 14 جم وايلد بيرى,100.00
8693323094102,باي بالون لبان توتي فروتي 1 ق,3.00
8690524164832,فرست لبان اناناس 27 جم,55.00
70221008628,ترايدينت بابل جم 14 ق,60.00
8693323736101,شوك تو شوك لبان ساور ليمون 1 ق,3.00
796648262152,باطوق لبان فراوله 5 ق,10.00
8693323091101,باي بالون لبان تفاح 1 ق,3.00
12546011495,ترايدنت مينت بليس 14 ق,60.00
4009900482806,اكسترا لبان نعناع 60 ق,125.00
6971486428968,عيون لبان 1 ق,10.00
70221008642,ترايدنت قرفة 14 ق,60.00
80757450,بيج بابول فان بيريز 6 ق - 27 جم,30.00
4017602700876,كومباس شوجر فرى 14 جم سبيرمنت,100.00
796648263159,باطوق لبان موز 5 ق,10.00
6223014790215,ساور فرينزي لبان كولا 1 ق,2.00
4017602700999,كومباس شوجر فرى 14 جم خوخ,100.00
4009900543071,اكسترا بلوي بيري 60 ق,125.00
8690524164931,فرست لبان فراوله 27 جم,55.00
12546011624,ترايدنت وينتر جرين 14 ق,60.00
70221008703,ترايدنت سبيرمينت اخضر 14 ق,60.00
8693323093105,باي بالون لبان خوخ 1 ق,3.00
4009900545402,سكيتلز فواكه استوائيه 38 جم,35.00
73390002039,اير هيدز ووتر ميلون 15.6 جم,30.00
73390002213,اير هيدز وايت ميستري 15.6 جم,30.00
6928542902795,فريش منعش نفس سوبر مينت 1 ق,70.00
61614413,اكسترا لبان فواكهه 1.7 جم,2.00
70221013905,ترايدنت اناناس تويست 14 ق,60.00
42112907,لبان اكسترا فراوله 14 جم,20.00
796648140207,ميسكا مستكة شريط 8 ق,50.00
8693323092108,باي بالون لبان فراوله 1 ق,3.00
4009900543040,اكسترا لبان فاكهه ونعناع 60 ق,125.00
796648264156,باطوق لبان برتقال 5 ق,10.00
4009900545167,سكيتلز ديزرت 38 جم,35.00
747599620232,غيرديلي كاكاو بودر 320 جم,200.00
796648261155,باطوق لبان سبشيل مينت 5 ق,10.00
70221008741,ترايدنت بطيخ تويست 14 ق,60.00
8693323735104,شوك تو شوك لبان ساور كرز 1 ق,3.00
8723400796480,سمينت شوجر فرى 25 جم سبيرمينت,120.00
73390055240,ترايدنت اناناس تويست 14 ق,60.00
7622201691257,فرست لبان نعناع 27 جم,17.00
5056192408402,سلاش بابي لبان بنكهة التوت الازرق والكرز,35.00
12546011426,ترايدنت بيرفكت بيبرمينت 14 ق,60.00
8855044048349,كوكو لوكو لبن جوزهند فراوله 290 مل,65.00
8855044001887,دريم لبن جوزهند مانجو 290 مل,70.00
8855044010568,دريم لبن جوزهند 290 مل,65.00
8855044010575,دريم لبن جوزهند قطع 290 مل,70.00
8855044001894,دريم لبن جوزهند موز 290 مل,70.00
8855044048332,كوكو لوكو لبن جوزهند اناناس 290 مل,65.00
8855044041135,دريم لبن جوزهند شوكولاته 290 مل,70.00
8855044048295,كوكو لوكو لبن جوزهند قطع 290 مل,65.00
8855044001870,دريم لبن جوزهند فراوله 290 مل,70.00
80001287,لواكر جاردينيا بندق 38 جم,70.00
8000380005918,لواكر بسكويت بندق كيس 125 جم,200.00
8000380147144,لواكر ويفر اسبريسو 110 جم,160.00
8000380140541,لواكر ويفر تراميسو 110 جم,160.00
8000380007219,لواكر ويفر مع حشوة كريمه البندق 175 جم,210.00
80001461,لواكر جاردينيا تشوكلت 38 جم,70.00
8000380153442,لواكر تشوكلت بندق 90 جم,100.00
8000380007271,لواكر ويفر بالحليب 175 جم,210.00
80001799,لواكر تورتينا وايت 21 جم,70.00
8000380005963,لواكر بسكويت شيكولاته كيس 125 جم,160.00
8000380152704,لواكر جاردينيا 10*12.5 جم,240.00
4017100350535,بسكويت هيت 134 جم,110.00
8000380148035,لواكر باتسيري دارك بندق 100 جم,175.00
8000380007264,لواكر ويفر مع حشوة الكاكاو والشيكولاته 175 جم,210.00
8000380140565,لواكر بسكويت كابتشينو 110 جم,200.00
80936237,لواكر بسكويت ميلك 30 جم,35.00
80930303,لواكر بسكويت فانيليا 30 جم,35.00
80965435,لواكر بسكويت كاكاو 30 جم,35.00
8000380005949,لواكر بسكويت فانيليا كيس 125 جم,160.00
8000380153466,لواكر بسكويت كراميكو 90 جم,100.00
80001027,لواكر تورتينا اوريجينال 21 جم,80.00
80940272,لواكر بريك 3 بندق 19 جم,25.00
80854357,لواكر تورتينا تريبل 21 جم,70.00
80930341,لواكر بسكويت بندق 30 جم,35.00
8000380007240,لواكر ويفر مع حشوة كريمه الفانيليا 175 جم,210.00
8000380153480,لواكر فانيليا 90 جم,100.00
5410126673753,لوتس بيسكوف وايت شوكلت 180 جم,350.00
5410126006360,لوتس بيسكوف كريم 15ق,140.00
5410126006957,لوتس سبريد كريمي 400 جم,340.00
5410126003703,لوتس بيسكوف ميلك شوكلت 180 جم,350.00
10,لوتس بسكويت 186 جم,10.00
5410126716016,لوتس بسكويت كراميل 250 جم,200.00
5410126006377,لوتس بسكويت فانيليا 15 ق,140.00
5410126006353,لوتس بسكويت ميلك تشوكلت 15 ق,140.00
5410126006049,لوتس بيسكوف 125 جم,100.00
5410126116953,لوتس سبريد سموس 400 جم,350.00
54010628,لوتس بيسكوف & جو 45 جم,150.00
8711000390184,لور كبسولات قهوة فورزا 40 ق,"1,100.00"
8711000390214,لور كبسولات قهوة ريستريتو 40 ق,"1,100.00"
8711000386293,لور كبسولات قهوة اونكس 40 ق,"1,100.00"
8711000360316,لور كبسولات قهوة لونجو بروفوندو 20 ق,600.00
8690574114450,ليبتون ايس تي مانجو 330 مل,70.00
8690574114412,ليبتون ايس تي بطيخ 330 مل,70.00
3168930178064,ليبتون ايس تي تروبيكال 330 مل,70.00
8690574114726,ليبتون ايس تي خوخ 330 مل,70.00
5997264103538,ليبتون ايس تى زيرو ليمون 500 ملل,100.00
8690574114948,ليبتون ايس تي خووخ 330 مل,75.00
5997264103453,ليبتون ايس تى جرين 500 ملل,100.00
5997264103514,ليبتون ايس تى زيرو خوخ 500 ملل,100.00
3168930159988,ليبتون ايس تي توت 330 مل,70.00
5997264103439,ليبتون ايس تي خوخ 500 مل,100.00
3168930162711,ليبتون ايس تي بطيخ نعناع 330 مل,70.00
8001160003513,ليبتون ايس تي ليمون نعناع 330 ملل,50.00
5997264104832,ليبتون ايس تى فراولة 500 ملل,100.00
8690574114443,ليبتون ايس تي ليمون نعناع 330 مل,70.00
8001160003520,ليبتون ايس تي خوخ 330مل,75.00
8690574116836,ليبتون ايس تي توت ازرق 330 ملل,75.00
8690574114801,ليبتون ايس تي خووخ 330 مل,75.00
8000990118800,ليبتون ايس تي ليمون 500 مل,100.00
8722700023715,ليبتون ايس تي جرين زيرو 500 مل,95.00
8001160003537,ليبتون ايس تى ZERO ليمون 330 ملل,70.00
8000990118817,ليبتون ايس تي خوخ 500 مل,100.00
3502110009234,ليبتون ايس تي ليمون نعناع 330مل,70.00
4017100104503,بسكويت ليبينز سادة 100 جم,110.00
8850718803347,ليز ستاكس اورجينال 100 جم,180.00
3168930162599,ليز ستاكس ساور كريم 170 جم,120.00
28400055116,ليز ستاكس شيدر 155.9 جم,180.00
28400055093,ليز ستاكس اوريجينال 163 جم,180.00
8936079125387,ليز ستاكس اوريجينال 100 جم,180.00
8850718804573,ليز ستاكس ساور كريم 100 جم,180.00
3168930162575,ليز ستاكس اورجينال 170 جم,120.00
28400055109,ليز ستاكس باربكيو 155.6 جم,180.00
3168930162612,ليز ستاكس باربكيو 170 جم,120.00
8850718803873,ليز ستاكس استاكوزا سبايسي 100 جم,180.00
8850718808410,ليز ستاكس حبار حار 100 جم,180.00
6224003060029,ليف ايس تي خوخ 250 مل,15.00
6224003060173,ليف ايس تي اناناس 250 مل,15.00
6224003060111,ليف ايس تي ميكس بيري 250 مل,15.00
8003340090177,ليندت ليندور ليت ميلك 200 جم,560.00
3046920022071,ليندت اكسلانس بستاشيو 100 جم,280.00
3046920028721,ليندت اكسلانس 99 % دارك 50 جم,350.00
3046920023337,ليندت اكسلانس دارك برتقال لوز 100 جم,280.00
4000539365201,ليندت ليندور وايت 136 جم,320.00
8013108699504,ليندت سبريد بندق 200 جم,600.00
7610400010429,ليندت ليندور بار وايت 100 جم,300.00
4000539109966,ليندت ليندور سالت كراميل 137 جم,320.00
3046920047883,ليندت سينسشن توت 160 جم,400.00
3046920529327,ليندت ليندور قلب 62 جم,300.00
3046920013871,ليندت ميلك ليت اكسترا فاين 100 جم,280.00
3046920042963,ليندت ليندور ميلك ليت 150 جم,350.00
7610400092180,ليندت ليندور بار سالت كراميل 100 جم,300.00
3046920040259,ليندت سينسشن 85% ميلك فشار 140 جم,400.00
3046920047302,ليندت كريشن ميلك فرابيه ليمون 150 جم,350.00
4000539408205,ليندت ليندور 60% كاكاو 136 جم,320.00
7610400073776,ليندت ميلك شوكلت 300 جم,600.00
3046920013857,ليندت ميلك نوير اكسترا 100 جم,280.00
8003340098920,ليندت ليندور سالتد كراميل ميني 200 جم,420.00
3046920014281,ليندت اكسلانس باليت رقاقات 100 جم,280.00
8003340090276,ليندت ليندور مشكل ميني 200 جم,420.00
3046920021647,ليندت اكسلانس بالبذور 100 جم,300.00
3046920040686,ليندت كريشن وايت روشيه جوزهند 150 جم,350.00
3046920029759,ليندت اكسلانس 90% كاكاو,280.00
3046920047852,ليندت سينسشن 90% ليت كريسبي 140 جم,400.00
7610400087339,ليندت جراند 33% نوجا لوز 150 جم,450.00
3046920020213,ليندت جراند نوير بندق 225 جم,450.00
3046920021630,ليندت كريشن ميلك توت 150 جم,380.00
8003340098487,ليندت ميني بيض مشكل 180 جم,200.00
8003340072968,ليندت ليندور ميكس 200 جم,420.00
7610400030632,ليندت ليندور وايت بلانك - وايس 200 جم,450.00
3046920028363,ليندت اكسلانس 85% كاكاو,280.00
3046920013789,ليندت اكسلانس باليت دانتيل 100 جم,280.00
7610400066211,ليندت بندق 34% نوير 150 جم,400.00
8003340097169,ليندت ليندور بندق ميني 200 جم,420.00
7610400066198,ليندت وايت 32 % لوز 150 جم,380.00
3046920042888,ليندت كريشن روشيه بندق 150 جم,350.00
8003340801346,ليندت ليندور وايت بلانك 200 جم,450.00
3046920040679,ليندت كريشن وايت روشيه بلانك 150 جم,350.00
3046920010382,ليندت اكسلانس كراميل ملح بحر 100 جم,280.00
7610400073752,ليندت ميلك شوكلت بندق 300 جم,600.00
7610400075770,ليندت بندق 34% - 150 جم,350.00
8003340073545,ليندت ليندور ميلك ليت 200 جم,580.00
3046920028752,ليندت اكسلانس دارك مينت 100 جم,280.00
3046920023368,ليندت اكسترا كريم 80 جم,500.00
7610400073875,ليندت دارك شوكلت بندق 300 جم,600.00
3046920045407,ليندت كريشن كراميل 150 جم,350.00
8003340090535,ليندت ليندور ميلك ميني 200 جم,420.00
3046920013888,ليندت ميلك نوزيت 100 جم,280.00
3046920021777,ليندت اكسلانس كراميل بندق 100 جم,280.00
3046920021005,ليندت ليندور بار ميلك 100 جم,300.00
7610400084222,ليندت جراند وايت فراوله & لوز 150 جم,400.00
7610400084215,ليندت جراند ميلك بندق 150 جم,400.00
3046920011235,ليندت سينسشن 90% دارك كريسبي 140 جم,400.00
3046920022651,ليندت اكسلانس دارك 70 % 100 جم,320.00
7610400070577,ليندت اكسلانس فلفل 100 جم,280.00
4000539103568,ليندت ليندور دارك 37 جم,200.00
7610400075794,ليندت وايت 32 % لوز 150 جم,380.00
4000539119989,ليندت ليندور بستاشيو 137 جم,600.00
7610400069267,ليندت لوز & برتقال 300 جم,650.00
3046920029674,ليندت اكسلانس دارك ملح بحر 100 جم,280.00
3046920020206,ليندت جراند ليت بندق 225 جم,450.00
3046920013864,ليندت ميلك دابل ليت 100 جم,280.00
7610400078788,ليندت بندق 34% - 150 جم,350.00
4000539389207,ليندت ليندور ميشونج 137 جم,320.00
3046920043489,ليندت كريشن كريم بورليه 150 جم,450.00
4000539396786,ليندور ليتشى كارميل 38 جم,200.00
3046920047708,ليندت كريشن ميلك بندق مقشر 150 جم,350.00
8003340803500,ليندت ليندور ميلش 137 جم,320.00
4000539113369,ليندت ليندور دبل تشوكلت 137 جم,370.00
3046920027281,ليندت اكسلانس كراميل دارك ملح بحر 100 جم,280.00
7610400073851,ليندت دارك شوكلت 300 جم,600.00
4000539363108,ليندت ليندور ميلك 38 جم,200.00
3046920014359,ليندت اكسلانس باليت كاكاو 100 جم,280.00
3046920022606,ليندت اكسلانس دارك 85 % 100 جم,330.00
7610400014571,ليندت سويس وايت 100 جم,280.00
3046920028370,ليندت اكسلانس دارك بالبرتقال 100 جم,280.00
7610400082549,ليندت ليندور ميلك ميلش 200 جم,450.00
3046920023443,ليندت اكسترا كريم دارك شوكليت 80 جم,500.00
3046920023351,ليندت اكسترا كريم بندق 80 جم,500.00
3046920023429,ليندت اكسترا كريم سولتد كارميل 80 جم,500.00
3046920028004,ليندت اكسلانس 70% كاكاو 100 جم,280.00
7610400085946,ليندت جراند 31% لوز 150 جم,400.00
8003340801544,ليندت ليندور 60% كاكاو 100 جم,280.00
7610400075787,ليندت بندق 34% - 150 جم,350.00
8003340094052,ليندت ليندور دارك 70% كاكاو 200 جم,450.00
8003340098470,ليندت ميني بيض برالين 180 جم,180.00
4000539280788,ليندت اكسلانس 70% ديلكاتو 100 جم,280.00
7610400013857,ليندت ميلك شوكليت 300 جم,650.00
7610400066204,ليندت جراند بندق 34% نوزيت 150 جم,400.00
7613287756633,ليون شيكولاته 2 باك 60 جم,75.00
8445290466167,ليون شيكولاته براوني 40 جم,45.00
8445291231214,ليـون وايت 60 جم,95.00
7613287910776,ليون شيكولاته فول سوداني 41 جم,45.00
7613034675842,ليون ميني 10 ق - 198 جم,250.00
7613287109514,ليون شيكولاته باك 5 ق,220.00
7613287910561,ليون شيكولاته 42 جم,75.00
6223000227602,باكيت صوص ماجيك مومينتس 6 زجاجة,100.00
6223011330346,ماجيكال مارشزون فريز 65 جم,20.00
6223011330599,مارشزون ميني تويست 150 جم,50.00
5000159558556,مارس مينتشرز 150 جم,225.00
4011100023710,مارس مينتشرز 150 جم,220.00
8691216105805,هاريبو مارشميلو بجوز الهند 62 جم,75.00
6224003295018,فلاف ميلو مارشميلو فرايز 1 ق,20.00
6223006534599,ريلفنت مارشميلو كيتي 100 جم,30.00
6223006534544,ريلفنت مارشميلو ابيض ازرق 40 جم,10.00
6223011330803,مارش زون مينيز 150 جم,45.00
6223006534537,ريلفنت مارشميلو ابيض زرافه 40 جم,10.00
6223006534520,ريلفنت مارشميلو ابيض 40 جم,10.00
6223011331183,مارش زون سبورتس مارشميلو 65 جم,20.00
6223006534551,ريلفنت مارشميلو ابيض نمور 40 جم,10.00
6224008528180,مارش زون مارشميلو باربكيو 150 جم,50.00
6224002137258,سمايل مارشميلو نودلز 35 جم,15.00
6223011330568,مارشزون سويس رول 150 جم,50.00
6223011331343,مارشزون بلو & وايت 150 جم,50.00
6223011330605,مارشزون ميكس رولز 150 جم,50.00
6223006534582,ريلفنت مارشميلو 200 جم,45.00
6224003295025,فلاف ميلو مارشميلو نودلز صوص فراوله 60 جم,25.00
6224003295056,فلاف ميلو مارشميلو بانانا 120 جم,30.00
6224003295063,فلاف ميلو مارشميلو كاندي 120 جم,30.00
6223011330575,مارش زون مارشميلو بينك & وايت 150 جم,50.00
8691216095472,هاريبو مارشيملو بينك & وايت 25 جم,30.00
6223006534575,ريلفنت مارشميلو غابه 100 جم,30.00
6223011331404,مارش زون هوت دوج مارشميلو 15 جم,5.00
810001470074,مانوكا عسل 500 جم,"5,000.00"
9421907220734,مانوكا عسل +60 بروس 500 جم,"3,000.00"
658196001167,MANUKA HONEY 500 G ( UMF 12* MGO 354 ),"4,500.00"
9421907220710,مانوكا عسل +40 بروس 500 جم,"3,000.00"
9419256072432,مانوكا عسل 250 جم UMF,"2,500.00"
6224002148193,مايتى كريسبي رايس كيك غير مملح 106 جم,40.00
6224002148216,مايتى كريسبي رايس كيك مملح 106 جم,40.00
6224002148223,مايتى كريسبي رايس كيك بذور الشيا & الكينوا 106 جم,40.00
6224002148360,مايتى كريسبي رايس كيك الدرة غير مملح 106 جم,40.00
6224002148209,مايتى كريسبي رايس كيك براون المملح 106 جم,40.00
6224002148230,مايتى كريسبي رايس كيك متعدد الحبوب 106 جم,40.00
8445291135895,مايسن برير تفاح & كرز 330 مل,80.00
8445291046818,مايسن برير فراوله & كيوي 330 مل,80.00
8445291047051,مايسن برير جوافه & ليمون 330 مل,80.00
8445291135925,مايسن برير مانجو & اناناس 330 مل,80.00
8716200674942,ابو قوس حليب مبخر 170 جم,85.00
8716200604604,كوست مبخر 170 جم,40.00
8716200675024,ابو قوس حليب لايت 170 ملل,75.00
4003490017134,حليب مانا مبخر 170 جم,45.00
9501033111578,بوك حليب مبخر 410 جم,100.00
9501033111004,المدهش حليب مبخر 170 جم,80.00
5711953019579,بوك شرائح جبن شيدر 10 ق,120.00
8716200675048,ابو قوس حليب هيل 170 ملل,75.00
9501033111561,بوك لبن مبخر 170 جم,50.00
8716200680264,ابو قوس حليب مبخر مسالا 170 جم,75.00
8691707140032,امادا ستيكس بندق 32 جم,50.00
8691707140049,امادا ستيكس ميلك تشوكليت 40 جم,50.00
8690627021902,محمد افندي قهوه تركي 6 جم,15.00
8690627023500,محمد افندي قهوه تركي 500 جم,700.00
8690627121206,محمد افندي قهوة تركي 100 جم,130.00
8690627000099,محمد افندى قهوة تركي 250 جم + كنكة هدية,380.00
8690627000310,محمد افندي قهوه تركي 12 * 6 جم,150.00
8690627023401,محمد افندي قهوة تركي 250 جم,350.00
8411037885133,مستر براونى تشيزكيك 200 جم,190.00
8411037884013,مستر براونى شوكليت براونيز 50 جم,60.00
8411037892322,مستر براونى برتقال براونيز 200 جم,190.00
8411037884945,مستر براونى كاروت كيك 200 جم,190.00
8411037884624,مستر براونى وايت شوكليت براونيز 200 جم,190.00
8411037884952,مستر براونى كراميل براونيز 200 جم,190.00
8411037892469,مستر براونى جلاكت براونيز 50 جم,60.00
8411037892490,مستر براونى جلاكت براونيز 200 جم,190.00
4710085235506,مستر براون ايس كوفي مكاديميا 330 مل,70.00
8411037885225,مستر براونى كيك شيكولاته بدون سكر 200 جم,200.00
8411037885232,مستر براونى جولتين فرى شوكليت براونى 150 جم,225.00
8411037800037,مستر براونى شوكليت براونيز 200 جم,190.00
8411037892308,مستر براونى بلونديز 200 جم,190.00
8411037885218,مستر براونى كوكيز براونيز 168 جم,225.00
8411037884631,مستر براونى وايت شوكليت براونيز 50 جم,60.00
667342800172,مستر براونى بلونديز 50 جم,60.00
4710085204427,مستر براون ايس كوفي 330 مل,70.00
1230000168847,مستر بيست شوكليت كوكيز & كريم 60 جم,280.00
1230000168021,مستر بيست شوكليت زبده الفول السودانى 60 جم,280.00
90153433,تويست اند درينك توت بري 200 مل,45.00
8056249561002,مشروب بوبل توت 360 جم,220.00
6281060100082,سيزار عصير فواكه مشكله 250 مل,60.00
6281020318236,لونا قهوه مثلجه اورجينال 195 جم,75.00
6281060043112,سيزار عصير اناناس 250 مل,60.00
6224003818118,زيرو فيت اوه عصير ليمون نعناع 290 مل,20.00
